"name","rank","year","industry","sector","headquarters_state","headquarters_city","market_value_mil","revenue_mil","profit_mil","asset_mil","employees","founder_is_ceo","female_ceo","newcomer_to_fortune_500","global_500"
"Avery Dennison Corporation",428,2001,"Chemicals",,"CA",,,3893.5,,,,,,,
"York International Corporation",429,2001,"Industrial and Farm Equipment",,"PA",,,3888.2,,,,,,,
"Thermo Electron Corporation",430,2001,"Scientific, Photographic and Control Equipment",,"MA",,,3886.4,,,,,,,
"Wesco International, Inc.",431,2001,"Wholesalers: Diversified",,"PA",,,3881.1,,,,,,,
"Constellation Energy Group, Inc.",432,2001,"Utilities: Gas and Electric",,"MD",,,3878.5,,,,,,,
"Comdisco, Inc.",433,2001,"Computer And Data Services",,"IL",,,3871,,,,,,,
"Ameren Corporation",434,2001,"Utilities: Gas and Electric",,"MO",,,3855.8,,,,,,,
"CDW Computer Centers, Inc.",435,2001,"Wholesalers: Electronics and Office Equipment",,"IL",,,3842.5,,,,,,,
"Regions Financial Corporation",436,2001,"Commercial Banks",,"AL",,,3835.5,,,,,,,
"Lexmark International, Inc.",437,2001,"Computer Peripherals",,"KY",,,3807,,,,,,,
"Hasbro, Inc.",438,2001,"Toys, Sporting Goods",,"RI",,,3787.2,,,,,,,
"American Financial Group, Inc.",439,2001,"Insurance: Property and Casualty (Stock)",,"OH",,,3786.1,,,,,,,
"USG Corporation",440,2001,"Building Materials, Glass",,"IL",,,3781,,,,,,,
"Danaher Corporation",441,2001,"Metal Products",,"DC",,,3777.8,,,,,,,
"Pathmark Stores, Inc.",442,2001,"Food & Drug Stores",,"NJ",,,3741.9,,,,,,,
"Spherion Corporation",443,2001,"Temporary Help",,"FL",,,3740.8,,,,,,,
"Amsouth Bancorporation",444,2001,"Commercial Banks",,"AL",,,3739.9,,,,,,,
"Kinder Morgan, Inc.",445,2001,"Pipelines",,"TX",,,3730.9,,,,,,,
"Westvaco Corporation",446,2001,"Forest and Paper Products",,"NY",,,3719.9,,,,,,,
"Fleetwood Enterprises, Inc.",447,2001,"Motor Vehicles & Parts",,"CA",,,3713,,,,,,,
"Administaff Inc",448,2001,"Diversified Outsourcing Services",,"TX",,,3708.5,,,,,,,
"Darden Restaurants, Inc.",449,2001,"Food Services",,"FL",,,3701.3,,,,,,,
"Pinnacle West Capital Corporation",450,2001,"Utilities: Gas and Electric",,"AZ",,,3690.2,,,,,,,
"MicroAge, Inc.",451,2001,"Wholesalers: Electronics and Office Equipment",,"AZ",,,3682.8,,,,,,,
"Caremark Rx, Inc.",452,2001,"Wholesalers: Food and Grocery",,"WI",,,3451.5,,,,,,,
"Hormel Foods Corporation",452,2001,"Food Consumer Products",,"MN",,,3675.1,,,,,,,
"Ball Corporation",453,2001,"Metal Products",,"CO",,,3664.7,,,,,,,
"D.R. Horton, Inc.",454,2001,"Engineering & Construction",,"TX",,,3653.7,,,,,,,
"Amgen Inc.",455,2001,"Pharmaceuticals",,"CA",,,3629.4,,,,,,,
"Becton, Dickinson and Company",456,2001,"Medical Products and Equipment",,"NJ",,,3618.3,,,,,,,
"Yellow Corporation",457,2001,"Trucking, Truck Leasing",,"KS",,,3588.1,,,,,,,
"Group 1 Automotive Inc.",458,2001,"Automotive Retailing, Services",,"TX",,,3586.1,,,,,,,
"Reliance Group Holdings, Inc.",459,2001,"Insurance: Property and Casualty (Stock)",,"NY",,,3562.3,,,,,,,
"Jabil Circuit, Inc.",460,2001,"Semiconductors and Other Electronic Components",,"FL",,,3558.3,,,,,,,
"Northern Trust Corporation",462,2001,"Commercial Banks",,"IL",,,3548.1,,,,,,,
"Trans World Airlines, Inc.",463,2001,"Airlines",,"MO",,,3538.3,,,,,,,
"Interstate Bakeries Corporation",464,2001,"Food Consumer Products",,"MO",,,3522.9,,,,,,,
"Anixter International Inc.",465,2001,"Wholesalers: Electronics and Office Equipment",,"IL",,,3514.4,,,,,,,
"Cox Communications, Inc.",466,2001,"Telecommunications",,"GA",,,3506.9,,,,,,,
"Owens & Minor, Inc.",467,2001,"Wholesalers: Health Care",,"VA",,,3503.6,,,,,,,
"The New York Times Company",468,2001,"Publishing, Printing",,"NY",,,3489.5,,,,,,,
"Cooper Tire & Rubber Company",469,2001,"Rubber and Plastic Products",,"OH",,,3472.4,,,,,,,
"Tenneco Automotive Inc.",470,2001,"Hotels, Casinos, Resorts",,"NV",,,3471.2,,,,,,,
"Emcor Group, Inc.",471,2001,"Engineering & Construction",,"CT",,,3460.2,,,,,,,
"Hilton Hotels Corporation",472,2001,"Hotels, Casinos, Resorts",,"CA",,,3451,,,,,,,
"Puget Energy, Inc.",473,2001,"Utilities: Gas and Electric",,"WA",,,3441.7,,,,,,,
"SCANA Corporation",474,2001,"Utilities: Gas and Electric",,"SC",,,3433,,,,,,,
"Quest Diagnostics Incorporated",475,2001,"Health Care",,"NJ",,,3421.2,,,,,,,
"Jacobs Engineering Group Inc.",476,2001,"Engineering & Construction",,"CA",,,3418.9,,,,,,,
"Aid Association for Lutherans",477,2001,"Insurance: Life, Health (Mutual)",,"WI",,,3417.2,,,,,,,
"Universal Corporation",478,2001,"Tobacco",,"VA",,,3402,,,,,,,
"Tellabs, Inc.",479,2001,"Network and Other Communications Equipment",,"IL",,,3387.4,,,,,,,
"Wisconsin Energy Corporation",480,2001,"Utilities: Gas and Electric",,"WI",,,3354.7,,,,,,,
"Steelcase Inc.",481,2001,"Furniture",,"MI",,,3316.1,,,,,,,
"Hughes Supply, Inc.",482,2001,"Wholesalers: Diversified",,"FL",,,3310.2,,,,,,,
"OGE Energy Corp",483,2001,"Utilities: Gas and Electric",,"OK",,,3298.7,,,,,,,
"Allmerica Financial Corporation",484,2001,"Insurance: Property and Casualty (Stock)",,"MA",,,3295.6,,,,,,,
"Borders Group, Inc.",485,2001,"Specialty Retailers",,"MI",,,3294.4,,,,,,,
"ADC Telecommunications Inc.",486,2001,"Network and Other Communications Equipment",,"MN",,,3287.9,,,,,,,
"Western Gas Resources, Inc.",487,2001,"Pipelines",,"CO",,,3282,,,,,,,
"Consolidated Stores Corporation",488,2001,"Specialty Retailers",,"OH",,,3277.1,,,,,,,
"Airborne Freight",489,2001,"Mail, Package, and Freight Delivery",,"WA",,,3276,,,,,,,
"Armstrong Holdings, Inc.",490,2001,"Building Materials, Glass",,"PA",,,3271.7,,,,,,,
"Mohawk Industries, Inc.",491,2001,"Textiles",,"GA",,,3255.8,,,,,,,
"Charter Communications, Inc.",492,2001,"Telecommunications",,"MO",,,3249.2,,,,,,,
"Lennox International, Inc.",493,2001,"Industrial and Farm Equipment",,"TX",,,3247.4,,,,,,,
"Summit Bancorp",494,2001,"Commercial Banks",,"NJ",,,3245,,,,,,,
"Jefferson-Pilot Corporation",495,2001,"Insurance: Life, Health (Stock)",,"NC",,,3237.5,,,,,,,
"MGM Mirage",496,2001,"Hotels, Casinos, Resorts",,"NV",,,3232.6,,,,,,,
"Lutheran Brotherhood",497,2001,"Insurance: Life, Health (Mutual)",,"MN",,,3220.6,,,,,,,
"Pennzoil-Quaker State Company",498,2001,"Wholesalers: Diversified",,"TX",,,3216.3,,,,,,,
"Knight-Ridder Inc.",499,2001,"Publishing, Printing",,"CA",,,3211.8,,,,,,,
"Qualcomm Incorporated",500,2001,"Network and Other Communications Equipment",,"CA",,,3196.8,,,,,,,
"Wal-Mart Stores, Inc.",1,2002,"General Merchandisers",,"AR",,,219812,,,,,,,
"Exxon Mobil Corporation",2,2002,"Petroleum Refining",,"TX",,,191581,,,,,,,
"General Motors Corporation",3,2002,"Motor Vehicles & Parts",,"MI",,,177260,,,,,,,
"Ford Motor Company",4,2002,"Motor Vehicles & Parts",,"MI",,,162412,,,,,,,
"Enron",5,2002,"Energy",,"TX",,,138718,,,,,,,
"General Electric Company",6,2002,"Diversified Financials",,"CT",,,125913,,,,,,,
"Citigroup, Inc.",7,2002,"Diversified Financials",,"NY",,,112022,,,,,,,
"ChevronTexaco Corporation",8,2002,"Petroleum Refining",,"CA",,,99699,,,,,,,
"International Business Machines Corporation",9,2002,"Computers, Office Equipment",,"NY",,,85866,,,,,,,
"Philip Morris Companies Inc.",10,2002,"Tobacco",,"NY",,,72944,,,,,,,
"Verizon Communications Inc.",11,2002,"Telecommunications",,"NY",,,67190,,,,,,,
"American International Group,Inc.",12,2002,"Insurance: Property and Casualty (Stock)",,"NY",,,62402,,,,,,,
"American Electric Power Company, Inc.",13,2002,"Energy",,"OH",,,61257,,,,,,,
"Duke Energy Corporation",14,2002,"Energy",,"NC",,,59503,,,,,,,
"AT&T Corp.",15,2002,"Telecommunications",,"NY",,,59142,,,,,,,
"The Boeing Company",16,2002,"Aerospace & Defense",,"IL",,,58198,,,,,,,
"El Paso Corporation",17,2002,"Energy",,"TX",,,57475,,,,,,,
"The Home Depot, Inc.",18,2002,"Specialty Retailers",,"GA",,,53553,,,,,,,
"Bank of America Corporation",19,2002,"Commercial Banks",,"NC",,,52641,,,,,,,
"Fannie Mae",20,2002,"Diversified Financials",,"DC",,,50803,,,,,,,
"J.P. Morgan Chase & Co.",21,2002,"Commercial Banks",,"NY",,,50429,,,,,,,
"The Kroger Company",22,2002,"Food & Drug Stores",,"OH",,,50098,,,,,,,
"Cardinal Health, Inc.",23,2002,"Wholesalers: Health Care",,"OH",,,47947.6,,,,,,,
"Merck & Co., Inc.",24,2002,"Pharmaceuticals",,"NJ",,,47715.7,,,,,,,
"State Farm Insurance Cos.",25,2002,"Insurance: Property and Casualty (Mutual)",,"IL",,,46705.2,,,,,,,
"Reliant Energy, Incorporated",26,2002,"Energy",,"TX",,,46225.8,,,,,,,
"SBC Communications Inc.",27,2002,"Telecommunications",,"TX",,,45908,,,,,,,
"Hewlett-Packard Company",28,2002,"Computers, Office Equipment",,"CA",,,45226,,,,,,,
"Morgan Stanley Dean Witter & Co.",29,2002,"Securities",,"NY",,,43727,,,,,,,
"McKesson Corporation",31,2002,"Wholesalers: Health Care",,"CA",,,42010,,,,,,,
"Sears Roebuck and Company",32,2002,"General Merchandisers",,"IL",,,41078,,,,,,,
"Aquila, Inc.",33,2002,"Energy",,"MO",,,40376.8,,,,,,,
"Target Corporation",34,2002,"General Merchandisers",,"MN",,,39888,,,,,,,
"The Procter & Gamble Company",35,2002,"Household and Personal Products",,"OH",,,39244,,,,,,,
"Merrill Lynch & Co., Inc.",36,2002,"Securities",,"NY",,,38793,,,,,,,
"AOL Time Warner",37,2002,"Entertainment",,"NY",,,38234,,,,,,,
"Dynegy Inc.",38,2002,"Food & Drug Stores",,"ID",,,37931,,,,,,,
"Berkshire Hathaway Inc.",39,2002,"Insurance: Property and Casualty (Stock)",,"NE",,,37668,,,,,,,
"Kmart Corporation",40,2002,"General Merchandisers",,"MI",,,36910,,,,,,,
"Freddie Mac",41,2002,"Diversified Financials",,"VA",,,35523,,,,,,,
"WorldCom, Inc.",42,2002,"Telecommunications",,"MS",,,35179,,,,,,,
"Marathon Oil Corporation",43,2002,"Petroleum Refining",,"TX",,,35041,,,,,,,
"Costco Wholesale Corporation",44,2002,"Specialty Retailers",,"WA",,,34797,,,,,,,
"Safeway Inc.",45,2002,"Food & Drug Stores",,"CA",,,34301,,,,,,,
"Compaq Computer Corporation",46,2002,"Computers, Office Equipment",,"TX",,,33554,,,,,,,
"Johnson & Johnson",47,2002,"Pharmaceuticals",,"NJ",,,33004,,,,,,,
"Conoco Inc.",48,2002,"Petroleum Refining",,"TX",,,32795,,,,,,,
"Pfizer Inc.",49,2002,"Pharmaceuticals",,"NY",,,32259,,,,,,,
"J.C. Penney Company, Inc.",50,2002,"General Merchandisers",,"TX",,,32004,,,,,,,
"MetLife Inc.",51,2002,"Insurance: Life, Health (Stock)",,"NY",,,31928,,,,,,,
"Mirant Corp.",52,2002,"Energy",,"GA",,,31502,,,,,,,
"Dell Computer Corporation",53,2002,"Computers, Office Equipment",,"TX",,,31168,,,,,,,
"Goldman Sachs Group, Inc.",54,2002,"Securities",,"NY",,,31138,,,,,,,
"United Parcel Service, Inc.",55,2002,"Mail, Package, and Freight Delivery",,"GA",,,30646,,,,,,,
"Motorola, Inc.",56,2002,"Network and Other Communications Equipment",,"IL",,,30004,,,,,,,
"The Allstate Corporation",57,2002,"Insurance: Property and Casualty (Stock)",,"IL",,,28865,,,,,,,
"TXU Corp.",58,2002,"Utilities: Gas and Electric",,"TX",,,27927,,,,,,,
"United Technologies Corporation",59,2002,"Aerospace & Defense",,"CT",,,27897,,,,,,,
"The Dow Chemical Company",60,2002,"Chemicals",,"MI",,,27805,,,,,,,
"ConAgra Foods, Incorporated",61,2002,"Food Consumer Products",,"NE",,,27194.2,,,,,,,
"Prudential Financial, Inc.",62,2002,"Insurance: Life, Health (Stock)",,"NJ",,,27177,,,,,,,
"PepsiCo, Inc.",63,2002,"Beverages",,"NY",,,26935,,,,,,,
"Wells Fargo & Co.",64,2002,"Commercial Banks",,"CA",,,26891,,,,,,,
"Intel",65,2002,"Semiconductors and Other Electronic Components",,"CA",,,26539,,,,,,,
"International Paper Company",66,2002,"Forest and Paper Products",,"CT",,,26363,,,,,,,
"Delphi Corporation",67,2002,"Motor Vehicles & Parts",,"MI",,,26088,,,,,,,
"Sprint Corporation",68,2002,"Telecommunications",,"KS",,,26071,,,,,,,
"New York Life Insurance Company",69,2002,"Insurance: Life, Health (Mutual)",,"NY",,,25678.2,,,,,,,
"E.I. du Pont de Nemours",70,2002,"Chemicals",,"DE",,,25370,,,,,,,
"Georgia-Pacific Group",71,2002,"Forest and Paper Products",,"GA",,,25309,,,,,,,
"Microsoft Corporation",72,2002,"Computer Software",,"WA",,,25296,,,,,,,
"The Walt Disney Company",73,2002,"Entertainment",,"CA",,,25269,,,,,,,
"Aetna",74,2002,"Health Care",,"CT",,,25190.8,,,,,,,
"Ingram Micro, Inc.",75,2002,"Wholesalers: Electronics and Office Equipment",,"CA",,,25186.9,,,,,,,
"Lucent Technologies Inc.",76,2002,"Network and Other Communications Equipment",,"NJ",,,25132,,,,,,,
"Lockheed Martin Corporation",77,2002,"Aerospace & Defense",,"MD",,,24793,,,,,,,
"Walgreen Co.",78,2002,"Food & Drug Stores",,"IL",,,24623,,,,,,,
"Bank One Corporation",79,2002,"Commercial Banks",,"IL",,,24527,,,,,,,
"Teachers Insurance and Annuity Association College Retiremen",80,2002,"Insurance: Life, Health (Mutual)",,"NY",,,24230.6,,,,,,,
"Phillips Petroleum Company",81,2002,"Petroleum Refining",,"OK",,,24189,,,,,,,
"Honeywell International Inc.",83,2002,"Aerospace & Defense",,"NJ",,,23652,,,,,,,
"UnitedHealth Group, Incorporated",84,2002,"Health Care",,"MN",,,23454,,,,,,,
"Viacom Inc.",85,2002,"Entertainment",,"NY",,,23222.8,,,,,,,
"Supervalu Inc.",86,2002,"Wholesalers: Food and Grocery",,"MN",,,23194.3,,,,,,,
"PG&E Corporation",87,2002,"Utilities: Gas and Electric",,"CA",,,22959,,,,,,,
"Alcoa, Inc.",88,2002,"Metals",,"PA",,,22859,,,,,,,
"American Express Company",89,2002,"Diversified Financials",,"NY",,,22582,,,,,,,
"Wachovia Corp.",90,2002,"Commercial Banks",,"NC",,,22396,,,,,,,
"Lehman Brothers Holdings, Inc.",91,2002,"Securities",,"NY",,,22392,,,,,,,
"Cisco Systems, Inc.",92,2002,"Network and Other Communications Equipment",,"CA",,,22293,,,,,,,
"CVS Corporation",93,2002,"Food & Drug Stores",,"RI",,,22241.4,,,,,,,
"BellSouth Corporation",94,2002,"Specialty Retailers",,"NC",,,22111.1,,,,,,,
"Sysco Corporation",95,2002,"Wholesalers: Food and Grocery",,"TX",,,21784.5,,,,,,,
"Bristol-Myers Squibb Company",96,2002,"Pharmaceuticals",,"NY",,,21717,,,,,,,
"Electronic Data Systems Corporation",97,2002,"Computer And Data Services",,"TX",,,21543,,,,,,,
"Caterpillar, Inc.",98,2002,"Industrial and Farm Equipment",,"IL",,,20450,,,,,,,
"The Coca-Cola Company",99,2002,"Beverages",,"GA",,,20092,,,,,,,
"Archer Daniels Midland Company",100,2002,"Food Production",,"IL",,,20051.4,,,,,,,
"AutoNation, Inc.",101,2002,"Automotive Retailing, Services",,"FL",,,19989.3,,,,,,,
"Qwest Communications International Inc.",102,2002,"Telecommunications",,"CO",,,19743,,,,,,,
"FedEx Corporation",103,2002,"Mail, Package, and Freight Delivery",,"TN",,,19629,,,,,,,
"Massachusetts Mutual Life Insurance Company",104,2002,"Insurance: Life, Health (Mutual)",,"MA",,,19339.6,,,,,,,
"Pharmacia Corporation",105,2002,"Pharmaceuticals",,"NJ",,,19299,,,,,,,
"FleetBoston Financial Corporation",106,2002,"Commercial Banks",,"MA",,,19190,,,,,,,
"CIGNA Corporation",107,2002,"Health Care",,"PA",,,19115,,,,,,,
"AMR Corporation",108,2002,"Airlines",,"TX",,,18963,,,,,,,
"Loews Corporation",109,2002,"Insurance: Property and Casualty (Stock)",,"NY",,,18799.1,,,,,,,
"Solectron Corporation",110,2002,"Semiconductors and Other Electronic Components",,"CA",,,18692.3,,,,,,,
"Johnson Controls, Inc.",111,2002,"Motor Vehicles & Parts",,"WI",,,18427.2,,,,,,,
"Sun Microsystems, Inc.",112,2002,"Computers, Office Equipment",,"CA",,,18250,,,,,,,
"HCA, Inc",113,2002,"Health Care",,"TN",,,17953,,,,,,,
"Visteon Corporation",114,2002,"Motor Vehicles & Parts",,"MI",,,17843,,,,,,,
"Sara Lee Corporation",115,2002,"Food Consumer Products",,"IL",,,17747,,,,,,,
"Washington Mutual, Inc.",116,2002,"Savings Institutions",,"WA",,,17692,,,,,,,
"Tech Data Corporation",117,2002,"Wholesalers: Electronics and Office Equipment",,"FL",,,17197.5,,,,,,,
"Federated Department Stores, Inc.",118,2002,"General Merchandisers",,"OH",,,16895,,,,,,,
"Raytheon Company",119,2002,"Aerospace & Defense",,"MA",,,16867,,,,,,,
"Xerox Corporation",120,2002,"Computers, Office Equipment",,"CT",,,16502,,,,,,,
"U.S. Bancorp",121,2002,"Commercial Banks",,"MN",,,16443,,,,,,,
"TRW Inc.",122,2002,"Motor Vehicles & Parts",,"OH",,,16383,,,,,,,
"Abbott Laboratories",123,2002,"Pharmaceuticals",,"IL",,,16285.2,,,,,,,
"Northwestern Mutual Life Insurance Company",124,2002,"Insurance: Life, Health (Mutual)",,"WI",,,16211.8,,,,,,,
"UAL Corporation",125,2002,"Airlines",,"IL",,,16138,,,,,,,
"Minnesota Mining and Manufacturing Company",126,2002,"zMiscellaneous",,"MN",,,16079,,,,,,,
"AmerisourceBergen Corp.",127,2002,"Wholesalers: Health Care",,"PA",,,15822.6,,,,,,,
"Coca-Cola Enterprises, Inc.",128,2002,"Beverages",,"GA",,,15700,,,,,,,
"Fleming Companies, Inc.",129,2002,"Wholesalers: Food and Grocery",,"TX",,,15627.7,,,,,,,
"Emerson Electric Co.",130,2002,"Electronics, Electrical Equipment",,"MO",,,15479.6,,,,,,,
"Rite Aid Corporation",132,2002,"Food & Drug Stores",,"PA",,,15296.6,,,,,,,
"Publix Super Markets, Inc.",133,2002,"Food & Drug Stores",,"FL",,,15284.2,,,,,,,
"Hartford Financial Services Group Inc.",134,2002,"Insurance: Property and Casualty (Stock)",,"CT",,,15147,,,,,,,
"Exelon Corporation",135,2002,"Utilities: Gas and Electric",,"IL",,,15140,,,,,,,
"Nationwide Mutual Insurance Co.",136,2002,"Insurance: Property and Casualty (Stock)",,"OH",,,15118.3,,,,,,,
"Xcel Energy Inc.",137,2002,"Utilities: Gas and Electric",,"MN",,,15028.2,,,,,,,
"Valero Energy Corp",138,2002,"Petroleum Refining",,"TX",,,14988.3,,,,,,,
"Best Buy Co. Inc.",139,2002,"Food Services",,"IL",,,14870,,,,,,,
"Weyerhaeuser Company",140,2002,"Forest and Paper Products",,"WA",,,14545,,,,,,,
"Kimberly-Clark Corporation",141,2002,"Household and Personal Products",,"TX",,,14524.4,,,,,,,
"Liberty Mutual Insurance Group",142,2002,"Insurance: Property and Casualty (Mutual)",,"MA",,,14256,,,,,,,
"The May Department Stores Company",143,2002,"General Merchandisers",,"MO",,,14175,,,,,,,
"The Goodyear Tire & Rubber Company and Subsidiaries",144,2002,"Motor Vehicles & Parts",,"OH",,,14147.2,,,,,,,
"Wyeth",145,2002,"Pharmaceuticals",,"NJ",,,14128.5,,,,,,,
"Occidental Petroleum Corporation",146,2002,"Mining, Crude-Oil Production",,"CA",,,14126,,,,,,,
"Household International, Inc.",147,2002,"Diversified Financials",,"IL",,,13915.7,,,,,,,
"Delta Air Lines, Inc.",148,2002,"Airlines",,"GA",,,13879,,,,,,,
"The Gap, Inc.",149,2002,"Specialty Retailers",,"CA",,,13847.9,,,,,,,
"Lear Corporation",150,2002,"Motor Vehicles & Parts",,"MI",,,13624.7,,,,,,,
"Northrop Grumman Corporation",151,2002,"Aerospace & Defense",,"CA",,,13558,,,,,,,
"Amerada Hess Corporation",152,2002,"Petroleum Refining",,"NY",,,13413,,,,,,,
"Halliburton Company",153,2002,"Oil and Gas Equipment, Services",,"TX",,,13405,,,,,,,
"Deere & Company",154,2002,"Industrial and Farm Equipment",,"IL",,,13292.9,,,,,,,
"Eastman Kodak Company",155,2002,"Scientific, Photographic and Control Equipment",,"NY",,,13234,,,,,,,
"CMS Energy Corporation",156,2002,"Energy",,"MI",,,12977,,,,,,,
"Circuit City Stores, Inc.",157,2002,"Specialty Retailers",,"VA",,,12959,,,,,,,
"CInergy Corp.",158,2002,"Energy",,"OH",,,12922.5,,,,,,,
"Anheuser-Busch Companies, Inc.",159,2002,"Beverages",,"MO",,,12911.5,,,,,,,
"Winn-Dixie Stores, Inc.",160,2002,"Food & Drug Stores",,"FL",,,12903.4,,,,,,,
"Avnet, Inc.",161,2002,"Wholesalers: Electronics and Office Equipment",,"AZ",,,12814,,,,,,,
"WellPoint Health Networks Inc.",162,2002,"Health Care",,"CA",,,12428.6,,,,,,,
"Sunoco, Inc.",163,2002,"Petroleum Refining",,"PA",,,12402,,,,,,,
"Textron Inc.",164,2002,"Aerospace & Defense",,"RI",,,12321,,,,,,,
"General Dynamics Corporation",166,2002,"Aerospace & Defense",,"VA",,,12163,,,,,,,
"Tenet Healthcare Corporation",167,2002,"Health Care",,"CA",,,12053,,,,,,,
"Union Pacific Corporation",168,2002,"Railroads",,"NE",,,11973,,,,,,,
"PacifiCare Health Systems Inc.",169,2002,"Health Care",,"CA",,,11844,,,,,,,
"Farmland Industries, Inc.",170,2002,"Food Production",,"MO",,,11763.4,,,,,,,
"Eli Lilly and Company",171,2002,"Pharmaceuticals",,"IN",,,11542.5,,,,,,,
"Waste Management, Inc.",172,2002,"Waste Management",,"TX",,,11322,,,,,,,
"Office Depot, Inc.",173,2002,"Specialty Retailers",,"FL",,,11154.1,,,,,,,
"The Williams Companies, Inc.",174,2002,"Pipelines",,"OK",,,11055.3,,,,,,,
"Edison International",175,2002,"Specialty Retailers",,"NJ",,,11019,,,,,,,
"Oracle Corporation",176,2002,"Computer Software",,"CA",,,10859.7,,,,,,,
"Tyson Foods, Inc.",177,2002,"Food Production",,"AR",,,10750.9,,,,,,,
"Staples, Inc.",178,2002,"Specialty Retailers",,"MA",,,10744.4,,,,,,,
"The TJX Companies, Inc.",179,2002,"Specialty Retailers",,"MA",,,10709,,,,,,,
"Dominion Resources, Inc.",180,2002,"Utilities: Gas and Electric",,"VA",,,10558,,,,,,,
"Computer Sciences Corporation",181,2002,"Computer And Data Services",,"CA",,,10524,,,,,,,
"Manpower Inc.",182,2002,"Temporary Help",,"WI",,,10483.8,,,,,,,
"Dana Corporation",183,2002,"Motor Vehicles & Parts",,"OH",,,10469,,,,,,,
"Anthem,Inc.",184,2002,"Health Care",,"IN",,,10444.7,,,,,,,
"Allegheny Energy Incorporated",185,2002,"Energy",,"MD",,,10378.9,,,,,,,
"Whirlpool Corporation",186,2002,"Electronics, Electrical Equipment",,"MI",,,10343,,,,,,,
"Humana Inc.",187,2002,"Health Care",,"KY",,,10194.9,,,,,,,
"Southern Company",188,2002,"Utilities: Gas and Electric",,"GA",,,10155,,,,,,,
